Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
1.0,4.2107311285848885,4738.515,3.531949043431712,0.280425271078441,4.338336674124468,-1.39428926164151,0.0793967488290754,32.738209593287145,3.77742623751161,-0.4766831704802579,-0.2146536249349151,0.11538279840099,3672.344,-6869.643140761176,-0.0003047185044105,5.278114659230518,1.88063702768686,4.0,2.0
3.0,4.207111404321064,4006.797,3.534402522021783,0.2844568598122299,5.227840953073951,-1.5476129965790233,0.080482304446046,32.68511456550919,3.7563688452499537,-0.4762201679692803,-0.1900429725374365,0.1149259806852212,3651.641,-6869.763077796979,-0.0003108231414357,5.272999558563746,1.88066267170114,6.0,4.0
5.0,4.207103070830479,3604.031,3.5349250493265205,0.2908375786258796,6.366720810422429,-1.7425717159783105,0.0822754583385835,32.554748499572646,3.758412838160048,-0.4561036068940587,-0.1637984176887612,0.1154489901284104,3631.563,-6870.3943068164,-0.0003190143865299,5.267858159063326,1.88077090098334,8.0,6.0
7.0,4.207157451120004,3594.734,3.5345366400687883,0.2929624493875079,6.865552420313993,-1.8106815957435776,0.0828856733486305,32.46787845303298,3.76712161521884,-0.4514608770668555,-0.1568937810140533,0.1160261093335137,3629.172,-6865.0153051544,-0.0003183362613826,5.267858159063326,1.87945087282851,10.0,8.0
9.0,4.207017772947791,3530.937,3.5411626672196816,0.2674296832861651,3.964679227261629,-1.235381899702274,0.075520304605531,32.48624734055599,3.7283519159771976,-0.5122180432293577,-0.2359920563116284,0.1147670851881591,3652.281,-6830.079758408967,-0.0002942038156008,5.272999558563746,1.88070035171174,12.0,10.0
11.0,4.206197372573091,4086.828,3.5411656121761603,0.271884374701135,4.476855893916461,-1.3380807709116462,0.0767782149940322,32.55779966353037,3.7247891744615655,-0.5147008348176545,-0.2242670169324822,0.1144054331974371,3650.828,-6826.984793596044,-0.0002956341460704,5.272999558563746,1.87993525235661,14.0,12.0
13.0,4.206309274421756,3569.875,3.549458117635798,0.2736956640024717,6.013117172191741,-1.5931036650945387,0.0771091403058372,32.45374435641106,3.677139344683407,-0.4632358996772008,-0.1790633815855808,0.1133040090628867,3572.453,-6832.553128130552,-0.000322123672008,5.252273428046632,1.88150881240388,16.0,14.0
15.0,4.207376616562383,3686.766,3.5502805464079743,0.2778617953651778,7.062356422827186,-1.7649753109013049,0.0782647432317163,32.373246444985035,3.6725568442613614,-0.439040274309475,-0.1671853814897527,0.1134441938191923,3550.594,-6829.346035652865,-0.0003329097696089,5.247024072160485,1.86969078703858,18.0,16.0
17.0,4.207446784842125,3579.64,3.5481347674910286,0.2845628157128564,7.904293556365822,-1.9094572995567496,0.0802006784860874,32.30534276235138,3.68807292582025,-0.4305994863808879,-0.1492923484880077,0.1141629405684042,3551.25,-6831.466499407141,-0.0003360444714806,5.247024072160485,1.8700523801392,20.0,18.0
19.0,4.2074020252237405,3664.515,3.548427214895644,0.2896636595475325,9.157212703475206,-2.101392496800969,0.081631562944726,32.183319483399806,3.697468549309812,-0.4104661486921448,-0.1394176031765005,0.114887730932074,3530.25,-6830.929845689003,-0.0003490367004267,5.241747015059643,1.87004423941886,22.0,20.0
