Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
3.0,4.205607056533482,3741.172,3.717995304466161,0.351519187146712,2.406433573506246,-1.8329453797740856,0.094545355322116,32.82332257180906,5.204269058644826,-0.0384230677662662,0.9315149530616734,0.1585539991345852,3260.531,-2582.6963151199307,-9.098744312446348e-05,5.823045895483018,0.689569900786281,5.0,3.0
6.0,4.205327887469011,1045.3429999999998,3.489168398195939,0.3818428582104295,-0.3786075395218153,-0.8869560407272444,0.1094366377982386,36.38266836733648,7.494791779796178,-0.9396396431645068,0.506386249802314,0.205998958188697,3264.109,-4687.001077525213,-0.0001311314007146,5.814130531825067,1.2529393053825,9.0,7.0
8.0,4.2055463676596485,2032.687,3.4703882503796533,0.3843901918349578,-0.5471159191460049,-0.8139928611214218,0.1107628784165305,36.45901475182768,7.748111314515478,-1.001610769536378,0.4768115230310189,0.2125156526377901,3253.531,-4868.549696278219,-0.0001338859619513,5.805134968916491,1.30291800244756,11.0,9.0
10.0,4.206086437955151,2404.766,3.453967625388433,0.3907985854055646,-0.5588546791799924,-0.7843957142016119,0.1131448316229123,36.279780573622936,7.788596107673489,-1.034733178526933,0.4576370650816467,0.2146814557455222,3242.578,-4975.273749154089,-0.0001363209911689,5.796057750765373,1.32187732114725,13.0,11.0
12.0,4.205774388949479,2325.375,3.457824759345528,0.4090336253835542,1.5278686003691169,-1.1123643119538404,0.1182921790001217,36.16552578493363,7.969140212965946,-1.0033239129861888,0.4841033350759727,0.2203518417057232,3234.625,-4842.965414978855,-0.0001337338568319,5.786897381366709,1.28846944183014,17.0,15.0
15.0,4.205692194226547,2423.656,3.457824759345528,0.4090336253835542,1.5278686003691169,-1.1123643119538404,0.1182921790001217,36.16552578493363,7.969140212965946,-1.0033239129861888,0.4841033350759727,0.2203518417057232,3234.625,-4842.965414978855,-0.0001337338568319,5.786897381366709,1.28846944183014,17.0,15.0
18.0,4.205478804320036,2327.671,3.287146346442533,0.342025374919609,0.7669573535648819,-0.7700994021296746,0.1040493299879273,38.25328053802186,7.663686875039993,-1.1958438631751378,0.1267438461798306,0.2003406444428385,3236.125,-6472.666663794717,-0.0001779707001822,5.777652323222655,1.65609667767205,21.0,19.0
20.0,4.205351156251931,3352.875,3.3197461384202485,0.3471792806668895,0.6466908423034123,-0.8132945651397586,0.1045800691350755,37.62899446299115,7.441223273952373,-1.1377059184181362,0.1703523761617857,0.1977523816447171,3230.25,-6386.021830604459,-0.0001699503159454,5.771441123130016,1.61972973419908,23.0,21.0
22.0,4.205250535099519,3504.437,3.3333097880411087,0.3483544798285513,0.4546745947324169,-0.7980736393283594,0.1045070821435019,37.327134094227006,7.392175349197428,-1.1212969903490704,0.196980291929797,0.1980375812013035,3226.078,-6334.883132128432,-0.0001669557339556,5.765191102784844,1.60465581228273,25.0,23.0
24.0,4.205533608379893,3402.172,3.335992217657965,0.3431490699189213,0.6896532273428275,-0.8316482578631651,0.1028626709926287,37.4023764945265,7.26433840695389,-1.1249057369005595,0.1816637130473359,0.1942213059113225,3224.5,-6331.953048229389,-0.0001660484789365,5.758901773877279,1.62556997690293,29.0,27.0
27.0,4.205480956000358,3365.594,3.335992217657965,0.3431490699189213,0.6896532273428275,-0.8316482578631651,0.1028626709926287,37.4023764945265,7.26433840695389,-1.1249057369005595,0.1816637130473359,0.1942213059113225,3224.5,-6331.953048229389,-0.0001660484789365,5.758901773877279,1.62556997690293,29.0,27.0
30.0,4.205800118838345,3204.625,3.3521005111517543,0.3522602383325013,1.271048130221077,-1.0458284843065873,0.1050864188471089,36.85780455256667,7.091083624256704,-1.0337156476515976,0.2606835159326955,0.1923902877650617,3216.546,-6274.71835372105,-0.0001650837436207,5.746203190540154,1.5739402299624,33.0,31.0
32.0,4.205610553346922,3388.14,3.3644351035301647,0.3475042196619936,1.0173194294514287,-0.998481485879848,0.1032875383143433,36.6450177655176,6.964645705002183,-1.0365345609918009,0.2743982389593521,0.1900570972449031,3211.859,-6227.527882606652,-0.0001632595443839,5.739792912179235,1.57113033515573,35.0,33.0
34.0,4.205761712369863,3385.656,3.3619403221625435,0.3437185661376037,1.50404426864647,-1.0722570959600457,0.1022381521384381,37.06472736671567,6.915211120084364,-1.0215524880236748,0.2637946399067929,0.1865712123460609,3215.859,-6253.754193675121,-0.0001649071869658,5.736572297479192,1.58977061534574,37.0,35.0
36.0,4.205928942234875,3569.516,3.3654741602580085,0.3290407092260206,1.554393406653456,-1.0442675632874243,0.0977694950422068,37.66051476409482,6.7143003601460265,-1.0444874306379437,0.2655070413256485,0.1782848801245642,3225.125,-6259.12799589217,-0.0001637997747025,5.733341276897745,1.6257378771074,41.0,39.0
