Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
3.0,4.188936748850137,2425.281,3.463199241414665,0.2048933857166425,1.653672529155405,-0.3901362688201165,0.0591630372478791,25.959062630105603,0.3519562415167266,0.1035946947652979,-0.6875458583019325,0.0135581259821204,3260.531,-6494.07000480874,-0.0004572489702553,5.823045895483018,1.80110075662889,5.0,3.0
6.0,4.189104161343143,2428.922,3.470585700070284,0.2083650794954977,1.7831099616471038,-0.4465043009261583,0.0600374396434809,25.60229945293067,0.5018425343098627,-0.3450218944760603,-0.5589426161042954,0.0196014633463877,3264.109,-6506.09772655301,-0.0004677480467374,5.814130531825067,1.80438883377283,9.0,7.0
8.0,4.18882531660894,2436.312,3.4698672359538234,0.2091767354926819,1.6896988914314868,-0.4260396234733671,0.0602837864588158,25.34080718206841,0.4700167173431065,-0.3043826122873727,-0.5287957061265992,0.0185478194899686,3253.531,-6486.529604597492,-0.0004673673825186,5.805134968916491,1.79892488717842,11.0,9.0
10.0,4.188827246298005,2437.203,3.463667726287471,0.2083813923178201,1.6959901212378554,-0.3825013419054772,0.0601620619484691,25.066700521969093,0.4264155183700047,0.5768970557183497,-1.2545892722893364,0.0170112344062308,3242.578,-6465.168432633724,-0.00046771163231,5.796057750765373,1.79299652167239,13.0,11.0
12.0,4.188883563504458,2411.219,3.462675648195213,0.2091941562800018,1.7417050786053592,-0.4146372673406824,0.0604140201202605,24.87901399238054,0.3559096521196324,0.2239083361323941,-0.7340599600998697,0.014305617265565,3234.625,-6449.211138449179,-0.0004708834364762,5.786897381366709,1.78855079856219,17.0,15.0
15.0,4.188408643296599,2376.188,3.462675648195213,0.2091941562800018,1.7417050786053592,-0.4146372673406824,0.0604140201202605,24.87901399238054,0.3559096521196324,0.2239083361323941,-0.7340599600998697,0.014305617265565,3234.625,-6449.211138449179,-0.0004708834364762,5.786897381366709,1.78855079856219,17.0,15.0
18.0,4.189282604081462,2399.859,3.465990459572376,0.2111419829517082,1.8087150730107704,-0.4340808800659113,0.0609182239289136,24.97176766201835,0.3791323833312229,0.2503870537191806,-0.8681942950440703,0.0151824407652117,3236.125,-6452.134875614513,-0.0004763229897567,5.777652323222655,1.78931373128333,21.0,19.0
20.0,4.189212130286373,2398.29699999999,3.466849428071611,0.2108210149831718,1.7521945468571714,-0.4139600536342754,0.060810548412089,24.90489910723925,0.3575897999002293,0.4519863567654516,-0.971436773345992,0.0143582111439386,3230.25,-6440.475092431222,-0.0004743426561668,5.771441123130016,1.78607594594809,23.0,21.0
22.0,4.189478648995381,2405.375,3.467879751690846,0.2102396136851649,1.695050872140599,-0.3924709257213832,0.0606248280617739,24.82894570331574,0.3727947491203841,0.3113744858253775,-0.8273429753103122,0.0150145219041902,3226.078,-6431.697476409749,-0.0004715485572778,5.765191102784844,1.78363242496508,25.0,23.0
24.0,4.188339988084492,2404.093,3.4680189335962623,0.2103237054128583,1.7697782959433388,-0.4231456429460931,0.060646642777915,25.10525347823647,0.3767474371934305,0.2358010779738966,-0.9050280173310165,0.0150067171207822,3224.5,-6429.37412845351,-0.0004738055336967,5.758901773877279,1.78297287380727,29.0,27.0
