time,voltage,temperature,current,capacity,qMax
0.0,4.191350293826752,18.950000000000045,0.0,7600.0,7600.0
10.0,3.965596420934719,19.00887783713273,2.0,7580.0,7599.8
20.0,3.925877353083216,19.117006341919023,2.0,7560.0,7599.6
30.0,3.9147775208466515,19.222675033144867,2.0,7540.0,7599.400000000001
40.0,3.908960790346807,19.319690405144343,2.0,7520.0,7599.200000000001
50.0,3.904460705645355,19.4079900459231,2.0,7499.999999999999,7599.000000000001
60.0,3.900405164759711,19.48827556758272,2.0,7479.999999999998,7598.800000000001
70.0,3.896534524061386,19.561286725086234,2.0,7459.999999999998,7598.600000000001
80.0,3.8927531003792346,19.62770830226026,2.0,7439.999999999998,7598.4000000000015
90.0,3.889021685323041,19.688162854545283,2.0,7419.999999999998,7598.200000000002
100.0,3.8853233426858926,19.7432147111557,2.0,7399.999999999998,7598.000000000002
110.0,3.881650476096289,19.793375087266895,2.0,7379.999999999999,7597.800000000002
120.0,3.8779995517399155,19.839106951279803,2.0,7359.999999999997,7597.600000000002
130.0,3.8743688727938705,19.88082949178971,2.0,7339.999999999998,7597.400000000002
140.0,3.870757620340281,19.91892219154778,2.0,7319.999999999998,7597.200000000003
150.0,3.86716542906209,19.95372853654942,2.0,7299.999999999999,7597.000000000003
160.0,3.8635921916160596,19.985559389703837,2.0,7279.999999999998,7596.800000000003
170.0,3.8600379624459724,20.014696057114463,2.0,7259.999999999998,7596.600000000003
180.0,3.856502906061041,20.041393073181723,2.0,7239.999999999998,7596.400000000003
190.0,3.8529872661373314,20.065880728884395,2.0,7219.999999999998,7596.2000000000035
200.0,3.8494913450801325,20.08836736578388,2.0,7199.999999999998,7596.000000000004
210.0,3.8460154893536522,20.10904145655161,2.0,7179.999999999998,7595.800000000004
220.0,3.8425600783351395,20.128073491158716,2.0,7159.999999999998,7595.600000000004
230.0,3.839125515534466,20.14561768630051,2.0,7139.999999999999,7595.400000000004
240.0,3.8357122215188895,20.161813534156693,2.0,7119.999999999999,7595.200000000004
250.0,3.832320628126752,20.176787205215476,2.0,7099.999999999999,7595.000000000005
260.0,3.8289511736840693,20.19065281861674,2.0,7079.999999999999,7594.800000000005
270.0,3.825604299014884,20.203513592285844,2.0,7060.0,7594.600000000005
280.0,3.8222804440862386,20.21546288404386,2.0,7040.0,7594.400000000005
290.0,3.8189800451640004,20.22658513387546,2.0,7019.999999999999,7594.200000000005
300.0,3.8157035323819777,20.236956716616078,2.0,7000.0,7594.0000000000055
310.0,3.8124513276469223,20.246646713477332,2.0,6980.0,7593.800000000006
320.0,3.8092238428178944,20.25571761005733,2.0,6960.000000000001,7593.600000000006
330.0,3.8060214781109165,20.264225927777204,2.0,6940.0,7593.400000000006
340.0,3.8028446206898785,20.27222279504457,2.0,6920.0,7593.200000000006
350.0,3.799693643412538,20.27975446385568,2.0,6900.000000000001,7593.000000000006
360.0,3.7965689037068953,20.286862777016665,2.0,6879.999999999999,7592.800000000007
370.0,3.793470742558235,20.293585590678276,2.0,6859.999999999998,7592.600000000007
380.0,3.790399483591245,20.299957156437245,2.0,6839.999999999997,7592.400000000007
390.0,3.7873554322348224,20.306008466856895,2.0,6819.999999999997,7592.200000000007
400.0,3.784338874959816,20.311767567896368,2.0,6799.999999999996,7592.000000000007
410.0,3.781350078581982,20.31725984140661,2.0,6779.999999999996,7591.8000000000075
420.0,3.778389289624105,20.32250826055258,2.0,6759.999999999995,7591.600000000008
430.0,3.775456733732522,20.32753362075067,2.0,6739.9999999999945,7591.400000000008
440.0,3.772552615144361,20.33235474846157,2.0,6719.9999999999945,7591.200000000008
450.0,3.7696771162026117,20.33698868995924,2.0,6699.999999999994,7591.000000000008
460.0,3.7668303969167685,20.341450881992102,2.0,6679.999999999993,7590.800000000008
470.0,3.7640125945673826,20.345755306071283,2.0,6659.999999999993,7590.600000000009
480.0,3.761223823353144,20.349914627954377,2.0,6639.999999999992,7590.400000000009
490.0,3.758464174079545,20.353940323743927,2.0,6619.999999999991,7590.200000000009
500.0,3.7557337138883176,20.357842793883947,2.0,6599.999999999991,7590.000000000009
510.0,3.753032486027096,20.361631466214362,2.0,6579.99999999999,7589.800000000009
520.0,3.750360509658836,20.3653148891334,2.0,6559.99999999999,7589.6000000000095
530.0,3.7477177797106775,20.36890081581754,2.0,6539.999999999989,7589.40000000001
540.0,3.7451042667619414,20.372396280355645,2.0,6519.999999999989,7589.20000000001
550.0,3.742519916971084,20.37580766657436,2.0,6499.999999999988,7589.00000000001
560.0,3.739964652041363,20.37914077025613,2.0,6479.999999999988,7588.80000000001
570.0,3.737438369225104,20.38240085538348,2.0,6459.999999999987,7588.60000000001
580.0,3.7349409413663115,20.38559270498382,2.0,6439.999999999987,7588.400000000011
590.0,3.7324722169815225,20.38872066709257,2.0,6419.999999999986,7588.200000000011
600.0,3.730032020378632,20.391788696304047,2.0,6399.999999999985,7588.000000000011
610.0,3.7276201518135275,20.39480039133258,2.0,6379.999999999985,7587.800000000011
620.0,3.725236387684256,20.397759028968494,2.0,6359.9999999999845,7587.600000000011
630.0,3.722880480762466,20.40066759477412,2.0,6339.9999999999845,7587.4000000000115
640.0,3.720552160461806,20.40352881083362,2.0,6319.999999999984,7587.200000000012
650.0,3.718251133142953,20.406345160838384,2.0,6299.999999999984,7587.000000000012
660.0,3.715977082454885,20.409118912766075,2.0,6279.999999999983,7586.800000000012
670.0,3.7137296697119857,20.411852139382006,2.0,6259.999999999982,7586.600000000012
680.0,3.7115085343065224,20.414546736773502,2.0,6239.999999999982,7586.400000000012
690.0,3.7093132941560216,20.41720444110632,2.0,6219.999999999981,7586.200000000013
700.0,3.7071435461849838,20.419826843772967,2.0,6199.999999999981,7586.000000000013
710.0,3.70499886684038,20.422415405087804,2.0,6179.99999999998,7585.800000000013
720.0,3.70287881264032,20.42497146666892,2.0,6159.99999999998,7585.600000000013
730.0,3.7007829207552114,20.427496262632303,2.0,6139.999999999979,7585.400000000013
740.0,3.6987107096207534,20.429990929713142,2.0,6119.999999999978,7585.2000000000135
750.0,3.6966616795819878,20.432456516416153,2.0,6099.999999999978,7585.000000000014
760.0,3.6946353135676584,20.43489399128964,2.0,6079.999999999977,7584.800000000014
770.0,3.692631077794054,20.437304250405873,2.0,6059.999999999977,7584.600000000014
780.0,3.6906484224974703,20.439688124126178,2.0,6039.999999999976,7584.400000000014
790.0,3.6886867826944165,20.442046383216905,2.0,6019.999999999976,7584.200000000014
800.0,3.6867455789686012,20.444379744380058,2.0,5999.999999999975,7584.000000000015
810.0,3.6848242182837585,20.446688875255575,2.0,5979.9999999999745,7583.800000000015
820.0,3.6829220948212913,20.44897439894379,2.0,5959.9999999999745,7583.600000000015
830.0,3.681038590841665,20.451236898096283,2.0,5939.999999999974,7583.400000000015
840.0,3.679173077568513,20.453476918615195,2.0,5919.999999999974,7583.200000000015
850.0,3.6773249160942996,20.455694972999538,2.0,5899.999999999973,7583.0000000000155
860.0,3.675493458306395,20.457891543371602,2.0,5879.999999999973,7582.800000000016
870.0,3.673678047832399,20.460067084214927,2.0,5859.999999999972,7582.600000000016
880.0,3.6718780210034594,20.462222024850746,2.0,5839.999999999971,7582.400000000016
890.0,3.6700927078343644,20.46435677167875,2.0,5819.999999999971,7582.200000000016
900.0,3.668321433019113,20.466471710204416,2.0,5799.99999999997,7582.000000000016
910.0,3.6665635169406534,20.46856720687333,2.0,5779.99999999997,7581.800000000017
920.0,3.664818276693439,20.47064361073143,2.0,5759.999999999969,7581.600000000017
930.0,3.663085027117473,20.47270125492713,2.0,5739.999999999969,7581.400000000017
940.0,3.6613630818423784,20.47474045807155,2.0,5719.999999999968,7581.200000000017
950.0,3.659651754340149,20.476761525469556,2.0,5699.999999999967,7581.000000000017
960.0,3.6579503589850697,20.478764750234518,2.0,5679.999999999967,7580.8000000000175
970.0,3.6562582121193885,20.480750414297347,2.0,5659.999999999966,7580.600000000018
980.0,3.6545746331232176,20.482718789321098,2.0,5639.999999999966,7580.400000000018
990.0,3.6528989454871725,20.484670137528894,2.0,5619.999999999965,7580.200000000018
1000.0,3.6512304778862026,20.486604712454493,2.0,5599.999999999965,7580.000000000018
1010.0,3.6495685652530923,20.4885227596219,2.0,5579.9999999999645,7579.800000000018
1020.0,3.6479125498500373,20.490424517162012,2.0,5559.999999999964,7579.600000000019
1030.0,3.6462617823367522,20.492310216371607,2.0,5539.999999999964,7579.400000000019
1040.0,3.6446156228334816,20.494180082220225,2.0,5519.999999999963,7579.200000000019
1050.0,3.642973441977354,20.49603433380969,2.0,5499.999999999963,7579.000000000019
1060.0,3.641334621970428,20.49787318479224,2.0,5479.999999999962,7578.800000000019
1070.0,3.6396985576178458,20.499696843748723,2.0,5459.999999999962,7578.6000000000195
1080.0,3.638064657354426,20.501505514533335,2.0,5439.999999999961,7578.40000000002
1090.0,3.6364323442581177,20.503299396586044,2.0,5419.99999999996,7578.20000000002
1100.0,3.634801057048622,20.505078685217143,2.0,5399.99999999996,7578.00000000002
1110.0,3.6331702510696053,20.506843571865716,2.0,5379.999999999959,7577.80000000002
1120.0,3.6315393992528153,20.508594244335313,2.0,5359.999999999959,7577.60000000002
1130.0,3.6299079930625107,20.510330887007967,2.0,5339.999999999958,7577.400000000021
1140.0,3.628275543418549,20.512053681039674,2.0,5319.999999999958,7577.200000000021
1150.0,3.626641581596537,20.513762804538544,2.0,5299.999999999957,7577.000000000021
1160.0,3.625005660103394,20.515458432727257,2.0,5279.999999999957,7576.800000000021
1170.0,3.6233673535267767,20.51714073809154,2.0,5259.999999999956,7576.600000000021
1180.0,3.6217262593567328,20.51880989051608,2.0,5239.999999999956,7576.4000000000215
1190.0,3.620081998778032,20.5204660574085,2.0,5219.999999999955,7576.200000000022
1200.0,3.6184342174316124,20.522109403813317,2.0,5199.9999999999545,7576.000000000022
1210.0,3.616782586143606,20.523740092516164,2.0,5179.9999999999545,7575.800000000022
1220.0,3.6151268016204168,20.52535828413943,2.0,5159.999999999954,7575.600000000022
1230.0,3.6134665871083795,20.52696413723055,2.0,5139.999999999954,7575.400000000022
1240.0,3.6118016930164996,20.528557808342953,2.0,5119.999999999953,7575.200000000023
1250.0,3.610131897500872,20.530139452110745,2.0,5099.999999999953,7575.000000000023
1260.0,3.6084570070093305,20.531709221317556,2.0,5079.999999999952,7574.800000000023
1270.0,3.606776856784987,20.53326726696048,2.0,5059.999999999951,7574.600000000023
1280.0,3.605091311327286,20.534813738309026,2.0,5039.999999999951,7574.400000000023
1290.0,3.603400264809297,20.536348782959806,2.0,5019.99999999995,7574.2000000000235
1300.0,3.601703641449954,20.53787254688757,2.0,4999.99999999995,7574.000000000024
1310.0,3.600001395840041,20.53938517449251,2.0,4979.999999999949,7573.800000000024
1320.0,3.5982935132207214,20.54088680864453,2.0,4959.999999999949,7573.600000000024
1330.0,3.5965800097135054,20.54237759072447,2.0,4939.999999999948,7573.400000000024
1340.0,3.5948609325005316,20.54385766066298,2.0,4919.999999999948,7573.200000000024
1350.0,3.5931363599541792,20.54532715697661,2.0,4899.999999999947,7573.000000000025
1360.0,3.5914064017149796,20.54678621680233,2.0,4879.999999999946,7572.800000000025
1370.0,3.589671198716952,20.548234975929574,2.0,4859.999999999946,7572.600000000025
1380.0,3.58793092315946,20.5496735688306,2.0,4839.999999999945,7572.400000000025
1390.0,3.586185778424805,20.551102128689422,2.0,4819.999999999945,7572.200000000025
1400.0,3.584435998940813,20.55252078742933,2.0,4799.9999999999445,7572.0000000000255
1410.0,3.5826818499877366,20.553929675738857,2.0,4779.9999999999445,7571.800000000026
1420.0,3.5809236274488594,20.555328923096397,2.0,4759.999999999944,7571.600000000026
1430.0,3.579161657504281,20.556718657794192,2.0,4739.999999999943,7571.400000000026
1440.0,3.5773962962673957,20.55809900696096,2.0,4719.999999999943,7571.200000000026
1450.0,3.575627929363698,20.55947009658371,2.0,4699.999999999942,7571.000000000026
1460.0,3.5738569714515824,20.560832051528678,2.0,4679.999999999942,7570.800000000027
1470.0,3.572083865684918,20.562184995561836,2.0,4659.999999999941,7570.600000000027
1480.0,3.5703090831172286,20.56352905136788,2.0,4639.999999999941,7570.400000000027
1490.0,3.568533122047432,20.564864340569557,2.0,4619.99999999994,7570.200000000027
1500.0,3.5667565073071383,20.566190983745912,2.0,4599.999999999939,7570.000000000027
1510.0,3.5649797894896103,20.567509100449968,2.0,4579.999999999939,7569.8000000000275
1520.0,3.563203544120602,20.56881880922606,2.0,4559.999999999938,7569.600000000028
1530.0,3.561428370771333,20.570120227626774,2.0,4539.999999999938,7569.400000000028
1540.0,3.5596548921140014,20.57141347222938,2.0,4519.999999999937,7569.200000000028
1550.0,3.5578837529203,20.572698658651916,2.0,4499.999999999937,7569.000000000028
1560.0,3.55611561900351,20.57397590156893,2.0,4479.999999999936,7568.800000000028
1570.0,3.5543511761048565,20.575245314727056,2.0,4459.999999999935,7568.600000000029
1580.0,3.552591128724876,20.576507010959915,2.0,4439.999999999935,7568.400000000029
1590.0,3.5508361989007002,20.577761102203283,2.0,4419.9999999999345,7568.200000000029
1600.0,3.5490871249302143,20.579007699509816,2.0,4399.9999999999345,7568.000000000029
1610.0,3.5473446600441845,20.580246913063093,2.0,4379.999999999934,7567.800000000029
1620.0,3.5456095710275535,20.581478852192163,2.0,4359.999999999934,7567.6000000000295
1630.0,3.543882636791189,20.582703625385705,2.0,4339.999999999933,7567.40000000003
1640.0,3.542164646895512,20.58392134030578,2.0,4319.999999999933,7567.20000000003
1650.0,3.5404564000275163,20.585132103801413,2.0,4299.999999999932,7567.00000000003
1660.0,3.5387587024328155,20.586336021922648,2.0,4279.999999999931,7566.80000000003
1670.0,3.537072366304458,20.58753319993349,2.0,4259.999999999931,7566.60000000003
1680.0,3.5353982081303674,20.58872374232567,2.0,4239.99999999993,7566.400000000031
1690.0,3.533737047001392,20.589907752831664,2.0,4219.99999999993,7566.200000000031
1700.0,3.5320897028820224,20.591085334437878,2.0,4199.999999999929,7566.000000000031
1710.0,3.530456994846009,20.592256589397948,2.0,4179.999999999929,7565.800000000031
1720.0,3.5288397392791704,20.593421619245362,2.0,4159.999999999928,7565.600000000031
1730.0,3.527238748051822,20.59458052480636,2.0,4139.999999999927,7565.4000000000315
1740.0,3.525654826663388,20.5957334062133,2.0,4119.999999999927,7565.200000000032
1750.0,3.5240887723618424,20.59688036291675,2.0,4099.999999999926,7565.000000000032
1760.0,3.5225413722407386,20.598021493698866,2.0,4079.9999999999263,7564.800000000032
1770.0,3.5210134013167433,20.599156896685486,2.0,4059.9999999999254,7564.600000000032
1780.0,3.519505620590646,20.600286669359377,2.0,4039.999999999925,7564.400000000032
1790.0,3.518018775094976,20.601410908572234,2.0,4019.9999999999245,7564.200000000033
1800.0,3.516553591931425,20.60252971055786,2.0,3999.999999999924,7564.000000000033
1810.0,3.515110778301432,20.603643170944338,2.0,3979.9999999999236,7563.800000000033
1820.0,3.513691019533353,20.604751384766814,2.0,3959.999999999923,7563.600000000033
1830.0,3.5122949771097547,20.60585444647984,2.0,3939.9999999999227,7563.400000000033
1840.0,3.510923286698509,20.60695244997015,2.0,3919.999999999922,7563.2000000000335
1850.0,3.5095765561914027,20.608045488568962,2.0,3899.9999999999213,7563.000000000034
1860.0,3.508255363754148,20.609133655064852,2.0,3879.999999999921,7562.800000000034
1870.0,3.506960255891712,20.610217041715998,2.0,3859.9999999999204,7562.600000000034
1880.0,3.505691745533032,20.61129574026296,2.0,3839.99999999992,7562.400000000034
1890.0,3.5044503101392386,20.612369841941188,2.0,3819.9999999999195,7562.200000000034
1900.0,3.5032363898396017,20.613439437493696,2.0,3799.999999999919,7562.000000000035
1910.0,3.5020503855995213,20.614504617183627,2.0,3779.999999999918,7561.800000000035
1920.0,3.500892657424931,20.61556547080704,2.0,3759.9999999999177,7561.600000000035
1930.0,3.499763522607587,20.61662208770565,2.0,3739.9999999999172,7561.400000000035
1940.0,3.4986632540157694,20.617674556779605,2.0,3719.999999999917,7561.200000000035
1950.0,3.4975920784349976,20.618722966500115,2.0,3699.9999999999163,7561.0000000000355
1960.0,3.496550174963408,20.619767404922754,2.0,3679.999999999916,7560.800000000036
1970.0,3.4955376734665395,20.62080795969996,2.0,3659.9999999999154,7560.600000000036
