Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
3.0,4.210256187036062,5231.312,3.290429028464941,0.2597240285372554,1.2684621356337509,-0.3744584326304748,0.0789331805337319,12.415262417855027,2.5062263676556205,0.9826582311225288,-0.9764599654106324,0.2018665641775954,2826.0,-4933.9485621401445,-0.0001641638986694,5.700443573390685,1.31989215646288,5.0,3.0
6.0,4.2106038884893735,10454.609,3.3385354077080747,0.2695627380081308,1.1510001519703996,-0.5140318528082768,0.0807428123678901,12.182802262813876,2.6264605532959253,0.3375959054446507,-0.7053163742924387,0.2155875550334417,2713.812,-4689.291400230128,-0.0001760149298303,5.648974238161207,1.25725913122309,9.0,7.0
8.0,4.210688728417109,10157.093,3.3690503311576365,0.2856551572815347,0.9785187032971536,-0.650881988552495,0.0847880349663345,11.995175259559728,2.5194593416331825,-0.1213406637475569,-0.2591001958534646,0.2100393939325949,2786.578,-4528.713707275737,-0.0001668145454917,5.666426688112431,1.20676375129941,11.0,9.0
10.0,4.210695782535319,8609.155999999999,3.3596802370189534,0.27711733215853,1.087975230203151,-0.5967319576438711,0.0824832462045305,12.015852590858458,2.579894060425033,0.1683375132185482,-0.60595616908528,0.2147075324798667,2667.89,-4512.712405617827,-0.0001765942695919,5.620400865717149,1.20773225361032,13.0,11.0
12.0,4.210825139757606,8292.828,3.331138062731705,0.2794918473629632,1.2988862367282747,-0.7037168668743468,0.0839028110212176,12.310516344609583,3.037384430011984,0.161213310095361,-0.3371494913245531,0.2467308717998629,2530.172,-4549.00675680708,-0.0001883973430644,5.560681631015527,1.20096142900938,17.0,15.0
15.0,4.21100294682123,9758.172,3.331138062731705,0.2794918473629632,1.2988862367282747,-0.7037168668743468,0.0839028110212176,12.310516344609583,3.037384430011984,0.161213310095361,-0.3371494913245531,0.2467308717998629,2530.172,-4549.00675680708,-0.0001883973430644,5.560681631015527,1.20096142900938,17.0,15.0
18.0,4.210745124130586,9476.516,3.397039754952534,0.2773957131756803,1.0444295960192012,-0.6470139164447526,0.0816580709046062,11.974188885781311,2.521588448939416,0.1035676028772325,-0.616943945919605,0.2105853242329977,2713.25,-4340.004273861202,-0.0001685900158414,5.616771097666572,1.16970878260443,21.0,19.0
20.0,4.210627808565546,9407.234,3.3803008994123225,0.2957878188911049,0.977382846901504,-0.7496744316442839,0.0875033991626392,12.146032186206998,3.002372670635503,-0.1734231772092442,-0.2257565950305174,0.2471895862457033,2676.578,-4343.169702910987,-0.0001716548373906,5.598421958998377,1.14836471946134,23.0,21.0
22.0,4.210900366641087,8089.125,3.3446128760924205,0.2827183804505205,1.232547253157139,-0.6837791599020349,0.0845294779767834,12.075029193191549,2.891141493880788,-0.241305809750167,-0.3068062632646337,0.2394314289120679,2394.734,-4338.223716349445,-0.0002026890439669,5.4889377261566885,1.15277260609723,25.0,23.0
24.0,4.210938844983169,9181.438,3.401696293991564,0.2863506745019651,1.148700987534962,-0.7695734891444216,0.0841787889788244,11.953480850146518,2.553671611574394,-0.1963063910079445,-0.3232393134820697,0.2136341408488635,2673.0,-4245.594044594392,-0.00016668757618,5.587248658400249,1.13183704717272,29.0,27.0
27.0,4.210784196110787,9466.187,3.401696293991564,0.2863506745019651,1.148700987534962,-0.7695734891444216,0.0841787889788244,11.953480850146518,2.553671611574394,-0.1963063910079445,-0.3232393134820697,0.2136341408488635,2673.0,-4245.594044594392,-0.00016668757618,5.587248658400249,1.13183704717272,29.0,27.0
