discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,voltage mean,voltage std,voltage kurtosis,voltage skewness,CC_temperature mean,CC_temperature std,CC_temperature kurtosis,CC_temperature skewness,CC charge time,CC Q,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV_temperature mean,CV_temperature std,CV_temperature kurtosis,CV_temperature skewness,CV charge time,CV Q,current slope,current entropy,Battery_impedance_real_mean,Battery_impedance_real_max,Battery_impedance_imag_mean,Battery_impedance_imag_max,Rectified_impedance_real_mean,Rectified_impedance_real_max,Rectified_impedance_imag_mean,Rectified_impedance_imag_max,Re,Rct
3.1178767585161338,0.3541401512782045,-0.9004370106632109,-0.4230145583578694,0.1135837554550256,38.95836982096889,7.01703274173422,-0.6632572703985318,-0.0868034847914318,0.1801161797575365,1819.406,-3592.9931240632536,-0.0002161445272178,5.247024072160485,0.745930295764566,3.9328005921952207,0.1551263115149805,3.077493255876739,-1.1485327773868454,27.31109007526454,0.8083165644636285,-0.5062455994204007,0.7537821716086558,3241.797,4884.507647815773,0.0002700599027511,6.226536669287465,0.3091131695043532,0.3758272931503486,1.864449201209684,1.662144684466028,25.84809606531165,1.4440638403375936,-0.0376573959154327,1.1267237386419244,7262.297,1858.1531434802032,-0.0002079223499871,6.073044534100407,0.278291786183663,0.446575984014343,-0.0147023532477997,0.0502952459867698,0.14221852688558,0.157011428513251,-0.0024152445536719,0.0021272877797322,0.12557395008126,0.157805913519926
3.3022762078952894,0.2913840664103091,0.650878255198255,-0.7351377607580837,0.088237339358122,39.10734156415766,7.613383399394622,-1.19135951330231,0.1498280047072852,0.194679134272128,3260.531,-6356.904973471541,-0.0001887142386777,5.823045895483018,1.66232171528459,3.932742465661653,0.150710172391409,2.840964805651974,-1.0457082055326152,27.47174776668641,0.8126467233702125,-0.4189175324883796,0.7735626417618559,3238.719,4880.384420948356,0.0002618037910574,6.226536669287465,0.3077537275329078,0.3763163656811195,1.8441279458708333,1.6543423022775714,25.96391202077932,1.4458096848192383,-0.0402111819123671,1.1194828000659036,7233.953,1836.737421512633,-0.0002087954834471,6.066108090103748,0.27734568811131,0.448630698649555,-0.0161024436542142,0.0402944576100221,0.140410147714117,0.152004499304213,-0.002039921857581,0.0023837611845416,0.124030170297613,0.151331100257049
3.369692035482086,0.3579940159267993,0.2146372502886047,-0.8814490386305569,0.1062393869104963,37.79484872719341,7.896704260129637,-1.069898027519409,0.2923892134310041,0.2089359932918041,3242.578,-6008.2086592594405,-0.0001582511750085,5.796057750765373,1.48565006188127,3.928722878354592,0.1509169511093746,2.623346838505622,-0.9920416973260904,27.39758323371807,0.8283162010038534,-0.4181784629580316,0.7772309418060911,3243.062,4886.3502339406805,0.0002613933582698,6.226536669287465,0.3144998832569511,0.3748774849616398,1.676396896868679,1.6052383662875476,25.9316624674595,1.4548589707333055,-0.1503499294259835,1.0678830574789644,6872.594,1796.6311413797223,-0.0002201239364312,6.025865973825316,0.272504764983358,0.447817993001966,-0.0172803440294953,0.0305996515480869,0.135660618721899,0.148504310022952,-0.0018438966839867,0.0032474731492922,0.120844269815136,0.146163482719027
3.3729072074215107,0.359757487274126,0.2632477789982821,-0.9022025862435152,0.1066609500796643,37.65277428767196,7.946511311820067,-1.081391155950952,0.2952431049405351,0.211047166169157,3234.625,-5977.300376508894,-0.000156800230948,5.786897381366709,1.4866702197497,3.931618743537556,0.1452407147282484,2.4985579116897103,-0.901248134141348,27.443481761664508,0.8394299089362758,-0.206661786002928,0.8400230493315249,3215.328,4844.688433524989,0.0002532328068152,6.222576268071369,0.3136416229256772,0.3779649871389715,1.6277646203534166,1.5973772494064709,25.892966708298065,1.4391099502112326,-0.1373013665770708,1.0784614116842728,6920.843999999999,1795.331710052604,-0.0002182002782104,6.033086221798801,0.273545985106635,0.450173263969525,-0.0168317360798794,0.0435227790714143,0.136282322791437,0.147130619526691,-0.0018377522886881,0.00280399259379,0.120380461449601,0.1460981022644
3.383128626739751,0.3691553886711591,0.4659012675532992,-0.9994687704812368,0.1091165691287671,37.55052256117247,7.892775614183393,-0.9752662735828626,0.3456741323499664,0.2101908329324978,3226.078,-5845.514650312615,-0.0001564309591854,5.765191102784844,1.43709495889703,3.929690000142297,0.1465424172258046,2.422287231236301,-0.9029342828116704,27.611052503244974,0.925402849651634,0.1787855382911218,0.9782309013852346,3193.34299999999,4813.0530002770665,0.0002567077067398,6.218600119691729,0.2908665794741306,0.3718984430533396,1.9336556880133609,1.6720537602957488,25.763982873741284,1.437722522658612,0.1107061316662991,1.1823197294038106,7552.95300000001,1786.0023080568787,-0.0001997568361422,6.107022887742255,0.270952673183382,0.441258853475455,-0.018113760843193,0.0179633929420557,0.13387704334608,0.14447009202465,-0.0016924860308805,0.0033886670438919,0.119657774176836,0.143498971779958
3.386094893398142,0.3641681639760798,0.4597253765839912,-0.9830324589642252,0.1075481271024321,37.68195425854693,7.821947771165134,-0.9971265812608504,0.3362998641953019,0.2075780814736003,3224.5,-5839.073721951678,-0.0001555962786745,5.758901773877279,1.44587036249674,3.929385990950868,0.1477194084883006,2.4369674837820474,-0.9187551385428828,27.47679838366143,0.9283051842933452,0.1945840846652231,0.9878433361548776,3195.625,4815.856771067849,0.0002585411855938,6.218600119691729,0.3190571530862485,0.3768460497174049,1.537319950083634,1.5662891271501531,25.729174838484592,1.4657215196554776,-0.1745146696370914,1.0580032297354385,6714.437,1784.6995495375672,-0.0002254428583771,6.013715156042803,0.271898985659565,0.438769102228879,-0.0173677565556614,0.0265435270392419,0.135209750902763,0.144386990336415,-0.0016375884782122,0.0028455638287456,0.120576553588772,0.143178817778012
3.403051791482094,0.3534355009465232,0.3281259737774884,-0.9500433106397788,0.103858396111155,37.57056960108925,7.553333839134138,-1.021849416502819,0.3339302372813092,0.20104390003486,3215.859,-5710.467911477051,-0.0001555285140236,5.736572297479192,1.44094795224189,3.969332229813495,0.109261737220374,3.527256047773209,-0.531870398360837,25.477145873015424,1.3018648225157292,-0.5268078942584586,0.8714594951254679,3132.281,4719.679684587563,0.0001981792810851,6.206575926724925,0.3097187492680125,0.3786446411160666,1.630066941530342,1.5977360770826805,25.874468805008444,1.3505515437822146,-0.0448165594777649,1.128568199283326,7145.639999999999,1817.6913043812883,-0.0002119616263769,6.07993319509559,0.270600100993461,0.442128378667901,-0.0179531831231699,0.0312339058599203,0.133226926853112,0.142475214099937,-0.0014707503678899,0.003851947211156,0.120189973570504,0.142204718494817
3.400264897064916,0.3468685778622043,0.4596164962453954,-0.9439818711242908,0.1020122220952899,38.400250729227935,7.5071239597015955,-1.0531887701129063,0.323681762982356,0.1954967433060959,3225.125,-5796.898942767511,-0.0001554265330943,5.733341276897745,1.48690154405186,3.9371104628730818,0.1420341907028131,3.009480066053963,-0.976858147376684,25.81880376815788,1.2048332669772954,-0.0842589578363495,1.079180822017236,3299.735,4970.263857702983,0.0002462207631865,6.234410725718369,0.3057028224297012,0.3732733689031357,1.7312855238863367,1.6252304143594147,26.25499224064787,1.3264042447748454,-0.076356464237266,1.099235112455961,6971.328,1761.0345185495034,-0.0002167829102302,6.033086221798801,0.271739349455199,0.443764338337929,-0.0174142422923778,0.0324461700103785,0.13414546661405,0.142954674611142,-0.0015629801384487,0.0030422080451001,0.121050544976895,0.141934823575828
3.406746772791556,0.3595867124925849,0.43866743774241,-0.999521228235437,0.1055513475097335,37.06076524279572,7.574288392515854,-1.004975069813066,0.3567502389655561,0.204374851487672,3194.39,-5595.238978954486,-0.0001543976097346,5.707110264748875,1.40510408636034,3.9394001623574417,0.1380240788031028,2.987501703887397,-0.9186387325914316,25.71825458698535,1.0704913314328657,-0.0248380255958702,1.0880523490745946,3262.141,4916.841824530586,0.0002415775200566,6.226536669287465,0.3142766518116165,0.377630378122312,1.622630912769317,1.5966213097526216,25.69758983209549,1.4040344504016669,-0.1238788494019784,1.0764824000967788,6807.703,1769.8232597445974,-0.0002220025597426,6.011267174404162,0.270754621240563,0.447784328365606,-0.0178792171547,0.0275758751071285,0.133297523177374,0.143657319418611,-0.0015725565214231,0.0033857421956111,0.119678780047533,0.142066857174274
3.327594909243545,0.2940532539871965,1.0191627012237063,-0.8820233853553313,0.0883681042936933,39.94613025797719,7.729987731986768,-1.0519973961041786,0.2778378529788925,0.1935103020509251,3225.219,-6206.83494667994,-0.0001838489057072,5.707110264748875,1.63294639250709,3.942970671713552,0.1338108482979615,2.9615541617857266,-0.8501938824050653,25.500251697717943,1.082106471356145,-0.0282100784873948,1.089357895430446,3235.703,4876.88025309211,0.0002359821449749,6.222576268071369,0.2901848616873648,0.3718493993339585,1.9879610614894965,1.6900425661157457,25.4435496190953,1.3719602025430828,0.1644958641840035,1.2017028074027296,7549.764999999999,1777.1084925667617,-0.0002002640427271,6.100318952020065,0.271708396328337,0.445861199463659,-0.0176828779152333,0.0268634612194936,0.134303955210113,0.143344886494861,-0.0015382198402187,0.0034756964808508,0.120787553617122,0.142077933522006
