Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
1.0,4.1896464651578285,0.0,3.439679725636751,0.1903116496883611,2.4767808227731303,-0.4551942440747451,0.0553283052110704,32.08333169533252,3.399717011281536,0.0640426548114971,-0.6765586703893699,0.1059652109564458,3360.922,-6081.945289549443,-0.0002432658503956,5.8805329864007,1.68652555515207,3.0,1.0
4.0,4.188488502551314,2539.515,3.4521568195939896,0.2028575407017529,2.2199846267036296,-0.4749893147652125,0.0587625508639584,31.14990089807352,3.452289040783388,-0.1365692603966861,-0.5602936404887324,0.1108282511742082,3244.797,-5962.930334058293,-0.0002511147692109,5.831882477283516,1.65340107557005,7.0,5.0
6.0,4.188695370727329,2501.391,3.4552256770525456,0.2030558193335307,2.224180885034245,-0.4722768585185204,0.0587677443711132,31.129547462645743,3.526952173045046,-0.2105327756035357,-0.5296192231431032,0.1132991790927013,3211.438,-5933.594738445603,-0.0002517900236027,5.817111159963205,1.64521459034909,9.0,7.0
8.0,4.188889647245594,2478.344,3.463672030116032,0.1996604835067878,2.056147538438567,-0.3905853505454402,0.0576441654321697,31.51399426167105,3.568629334510889,-0.2690470467312487,-0.5014063432167716,0.1132395120999066,3175.594,-5899.048222238119,-0.0002500586450962,5.799092654460527,1.63566406236734,11.0,9.0
10.0,4.188835055208431,2466.343,3.4680330762776053,0.204103129036115,2.0018983354531388,-0.4249591661418598,0.0588527054232101,31.634787338016164,3.4367088630530493,-0.293735921296244,-0.4541431294850299,0.1086370148890834,3121.672,-5867.085158136687,-0.0002545507008545,5.771441123130016,1.62677697651465,17.0,15.0
13.0,4.189097469009064,2423.594,3.4680330762776053,0.204103129036115,2.0018983354531388,-0.4249591661418598,0.0588527054232101,31.634787338016164,3.4367088630530493,-0.293735921296244,-0.4541431294850299,0.1086370148890834,3121.672,-5867.085158136687,-0.0002545507008545,5.771441123130016,1.62677697651465,17.0,15.0
16.0,4.188998812565766,2082.859,3.46794063161749,0.2017196186878255,1.9551058948303588,-0.370628368033894,0.0581669757690578,31.273656122735403,3.4675713912001043,-0.3035556828370067,-0.4661234186793066,0.1108783500589571,3102.937,-5828.309086028641,-0.0002502139565498,5.758901773877279,1.61597155047431,19.0,17.0
18.0,4.1887608029981465,2425.531,3.465103331199183,0.2032476253890952,2.037024183247457,-0.4019348122603731,0.0586555741524615,31.0513882525287,3.5224455225283418,-0.3318839045714843,-0.4560442488286667,0.1134392283488802,3089.437,-5798.167943499476,-0.0002490194703819,5.749392985908253,1.60760283866496,21.0,19.0
20.0,4.188932143491477,2392.5,3.4638780520264927,0.2043509365357214,2.067273244942948,-0.416924000694779,0.0589948414656713,30.8253156039114,3.528565841275239,-0.3209023133049467,-0.4581688566201952,0.1144697393082814,3077.75,-5772.187180694401,-0.0002476281764371,5.739792912179235,1.60033604014316,23.0,21.0
22.0,4.188715678024438,2361.859,3.4618790737027214,0.2056299878560451,2.1484050746728194,-0.4558574519328807,0.0593983739692298,30.7723062220746,3.5674190215341546,-0.3416703617806123,-0.4509334071123084,0.1159295307861929,3074.875,-5763.358964340374,-0.0002462814236235,5.733341276897745,1.59787009149919,27.0,25.0
25.0,4.1894222734954045,2264.906,3.4618790737027214,0.2056299878560451,2.1484050746728194,-0.4558574519328807,0.0593983739692298,30.7723062220746,3.5674190215341546,-0.3416703617806123,-0.4509334071123084,0.1159295307861929,3074.875,-5763.358964340374,-0.0002462814236235,5.733341276897745,1.59787009149919,27.0,25.0
28.0,4.188703013848333,2322.578,3.4608461967292694,0.2081922917050087,2.1984557661443453,-0.4747640058923972,0.0601564703747205,30.734077377574607,3.5718178048936458,-0.3543329338388239,-0.4457831131222934,0.1162168546988774,3058.469,-5705.02009390847,-0.0002431529888036,5.717027701406222,1.58163111556521,31.0,29.0
30.0,4.18902651370194,2292.531,3.462773986667914,0.2048803337888321,2.0453431798123445,-0.3913453479831075,0.0591665337032233,30.711931701692425,3.568411589950164,-0.3494339926173637,-0.458967680509272,0.1161897475095492,3040.75,-5668.4289008424175,-0.0002396498235635,5.707110264748875,1.57145563110347,33.0,31.0
32.0,4.188552309573379,2267.516,3.46142516586872,0.2054492287350488,2.088490115231001,-0.4061021559676671,0.0593539420585702,30.69222352635548,3.5916229061428875,-0.3823371098832466,-0.4436014703902127,0.1170206160872884,3037.641,-5638.798837844966,-0.0002363731379259,5.700443573390685,1.56322079856998,35.0,33.0
34.0,4.189101214392119,2236.922,3.459888006806988,0.2056114758840686,2.1291099182395383,-0.423217996497253,0.059427205585715,30.65671651393648,3.613100324467463,-0.3858569713102153,-0.4531722545970464,0.11785672881259,3044.828,-5629.797458599085,-0.0002321291687186,5.697093486505406,1.56067753882456,39.0,37.0
37.0,4.18902376102814,2139.875,3.459888006806988,0.2056114758840686,2.1291099182395383,-0.423217996497253,0.059427205585715,30.65671651393648,3.613100324467463,-0.3858569713102153,-0.4531722545970464,0.11785672881259,3044.828,-5629.797458599085,-0.0002321291687186,5.697093486505406,1.56067753882456,39.0,37.0
40.0,4.189150595083679,2192.656,3.459378780567444,0.2065998362840542,2.087432503593244,-0.4057290472191003,0.0597216579591106,30.67040122297292,3.625608293571821,-0.4185525813219808,-0.4347519562807124,0.1182119616634212,3017.578,-5571.532088577806,-0.0002314793345959,5.680172609017067,1.5444592876562,43.0,41.0
42.0,4.188993264209412,2165.531,3.459474692359258,0.2056868019625505,2.0450862710889908,-0.3819548190418833,0.0594560793917178,30.695903900430444,3.638219046999231,-0.4008571588307115,-0.4499289321254108,0.1185245777026365,3015.0,-5543.061791462369,-0.0002275216034182,5.67332326717149,1.53655813418065,45.0,43.0
44.0,4.188911269141338,2143.812,3.4577588847018523,0.2081228018317182,2.089491656675309,-0.4042195385463391,0.0601900851885639,30.693601629277207,3.649551896334721,-0.4139126774298489,-0.437323945242715,0.1189026931545753,2999.454,-5522.292054045279,-0.0002295088846236,5.641907070938112,1.53072558679411,47.0,45.0
46.0,4.188678594065833,2111.203,3.4604365465272604,0.2024937576837875,2.105471933074932,-0.3994810605867624,0.0585168243836175,31.3317805416781,3.846808675485264,-0.4856589542208791,-0.4236223548490649,0.122776574103989,3054.859,-5574.335639599436,-0.0002195003632469,5.676753802268281,1.54524280824233,51.0,49.0
49.0,4.189259898319073,2022.531,3.4604365465272604,0.2024937576837875,2.105471933074932,-0.3994810605867624,0.0585168243836175,31.3317805416781,3.846808675485264,-0.4856589542208791,-0.4236223548490649,0.122776574103989,3054.859,-5574.335639599436,-0.0002195003632469,5.676753802268281,1.54524280824233,51.0,49.0
53.0,4.189138423578509,2101.547,3.46737063205958,0.2044608133500402,1.9502515369732336,-0.3552598610940541,0.058967106504156,32.003093392777586,3.784147995955665,-0.4781446001922891,-0.425659863946203,0.1182431944784958,3034.875,-5554.468766329093,-0.0002240912144022,5.666426688112431,1.53971444918163,55.0,53.0
