Cycle Life,H1,H2,discharge voltage mean,discharge voltage std,discharge voltage kurtosis,discharge voltage skewness,discharge voltage cov,discharge_temperature mean,discharge_temperature std,discharge_temperature kurtosis,discharge_temperature skewness,discharge_temperature cov,discharge time,discharge Q,discharge voltage slope,discharge voltage entropy,capacity,discharge cycle life,adjusted_discharge_cycle_life
3.0,4.211354888509654,5110.188,3.5388339739777925,0.5074733563346522,-1.1416246067888407,-0.8013272396348644,0.1434012898220912,34.60229628222677,4.6062722899649104,-1.004996471536736,0.1154039354079172,0.1331204221937978,1489.953,-2024.550961247949,-0.0001901275831323,5.049856007249538,0.472986150092751,5.0,3.0
6.0,4.211216910169624,4550.343999999999,3.523734020299432,0.5162968310971814,-1.216768433395574,-0.7624122864240249,0.1465198077161648,34.771517765327,5.192068486053888,-1.1594976626165576,0.1536784317062227,0.1493195816499918,1468.172,-2049.338058244684,-0.0001958171779075,5.0238805208462765,0.478763285338877,9.0,7.0
8.0,4.211727464206406,6464.562000000001,3.529021025001404,0.5151874316102151,-1.1923532724830488,-0.7763084479982697,0.1459859343314652,34.70956014158311,5.114096455498821,-1.0518788646078012,0.2090560608162134,0.1473397079835643,1457.0,-2023.5526556539564,-0.0001958028165499,5.010635294096253,0.471138336460715,11.0,9.0
10.0,4.211651325486209,6503.813,3.5288533021267345,0.5140949777695468,-1.1888101803001334,-0.7727196357825957,0.1456832953242111,34.658902945003575,4.755866321232553,-1.1064508396052055,0.0461274795677316,0.1372191822914625,1437.047,-2012.019457891852,-0.00019817384694,4.983606621708337,0.466817256112067,13.0,11.0
12.0,4.211763478291127,6434.672,3.454043678357267,0.524880248239752,-1.5557476592025523,-0.4684510086417461,0.1519610917281114,35.44499437757343,4.950207967048556,-0.8756944380655787,-0.2057032729656799,0.1396588729657304,1170.531,-1985.7796982686848,-0.0002410695667211,4.779123493111529,0.469993267662555,17.0,15.0
15.0,4.211699024940167,6671.828,3.454043678357267,0.524880248239752,-1.5557476592025523,-0.4684510086417461,0.1519610917281114,35.44499437757343,4.950207967048556,-0.8756944380655787,-0.2057032729656799,0.1396588729657304,1170.531,-1985.7796982686848,-0.0002410695667211,4.779123493111529,0.469993267662555,17.0,15.0
19.0,4.211595897651482,5399.047,3.53257704827921,0.513288394936406,-1.1681994022171422,-0.7837055585200707,0.1453014011927749,34.6176662375867,5.1216084832547,-1.1093570136870103,0.1720759793263178,0.1479478266415842,1436.141,-2002.1552996820303,-0.0001965248954131,4.969813299576,0.462705268431718,21.0,19.0
22.0,4.211209614938598,6397.984,3.5156652919077622,0.5274415176283861,-1.208114035620108,-0.7581977943964048,0.1500260900383301,34.822277873738145,5.217382847410481,-1.0328005786321783,-0.041123440218805,0.1498288786944999,1397.0,-2002.639140509128,-0.0002028802254389,4.941642422609306,0.441222724883569,25.0,23.0
24.0,4.211165272421172,4476.6720000000005,3.529529424804537,0.5162590354244768,-1.158589808492841,-0.7791892714997856,0.1462685172126216,34.67233382014022,4.873872012792606,-0.921341414432455,0.1601484174705539,0.1405694822297051,1393.25,-1974.164300693436,-0.0002016157089892,4.934473933130693,0.443544219439658,27.0,25.0
26.0,4.211265543022996,5188.422,3.528260893940769,0.5263834317058762,-1.1273249911626784,-0.8023184856169618,0.1491906204016422,34.74469432520436,4.921313264210364,-1.0635594927772367,0.0911771624619364,0.1416421516950968,1380.938,-1944.569627484084,-0.0002014779384291,4.919980925828126,0.412665554116423,29.0,27.0
